        0.0000  -1.403249   0.285327  -1.117922 
       10.0000  -1.410924   0.292565  -1.118359 
       20.0000  -1.421493   0.309757  -1.111736 
       30.0000  -1.410864   0.300428  -1.110436 
       40.0000  -1.408433   0.301395  -1.107039 
       50.0000  -1.408075   0.306737  -1.101338 
       60.0000  -1.408175   0.308311  -1.099864 
       70.0000  -1.410031   0.315098  -1.094933 
       80.0000  -1.403975   0.305651  -1.098325 
       90.0000  -1.406732   0.308142  -1.098590 
      100.0000  -1.405817   0.309741  -1.096076 
      110.0000  -1.410869   0.312036  -1.098833 
      120.0000  -1.404603   0.305388  -1.099214 
      130.0000  -1.405501   0.302330  -1.103171 
      140.0000  -1.401030   0.306251  -1.094779 
      150.0000  -1.401876   0.310410  -1.091465 
      160.0000  -1.406448   0.312719  -1.093729 
      170.0000  -1.394604   0.299522  -1.095081 
      180.0000  -1.407295   0.302781  -1.104514 
      190.0000  -1.416944   0.312673  -1.104271 
      200.0000  -1.402207   0.295969  -1.106238 
      210.0000  -1.409478   0.305148  -1.104330 
      220.0000  -1.411518   0.306440  -1.105078 
      230.0000  -1.416502   0.309000  -1.107502 
      240.0000  -1.407970   0.308947  -1.099023 
      250.0000  -1.399154   0.298440  -1.100714 
      260.0000  -1.405412   0.294755  -1.110658 
      270.0000  -1.411993   0.299331  -1.112661 
      280.0000  -1.411264   0.297608  -1.113655 
      290.0000  -1.400129   0.284872  -1.115258 
      300.0000  -1.411780   0.295275  -1.116505 
      310.0000  -1.423245   0.307489  -1.115756 
      320.0000  -1.405458   0.292737  -1.112721 
      330.0000  -1.414565   0.297916  -1.116649 
      340.0000  -1.410965   0.297406  -1.113559 
      350.0000  -1.411685   0.300596  -1.111090 
      360.0000  -1.419362   0.299161  -1.120201 
      370.0000  -1.425282   0.302239  -1.123043 
      380.0000  -1.418931   0.301710  -1.117221 
      390.0000  -1.413544   0.299762  -1.113783 
      400.0000  -1.423883   0.309149  -1.114734 
      410.0000  -1.418265   0.301886  -1.116379 
      420.0000  -1.415441   0.299938  -1.115503 
      430.0000  -1.419809   0.308354  -1.111455 
      440.0000  -1.421657   0.304131  -1.117526 
      450.0000  -1.426069   0.305167  -1.120901 
      460.0000  -1.421070   0.299751  -1.121319 
      470.0000  -1.420142   0.299994  -1.120148 
      480.0000  -1.417013   0.292285  -1.124727 
      490.0000  -1.422140   0.296964  -1.125177 
      500.0000  -1.416638   0.290612  -1.126026 
      510.0000  -1.407619   0.287520  -1.120099 
      520.0000  -1.417193   0.293416  -1.123776 
      530.0000  -1.422020   0.293939  -1.128081 
      540.0000  -1.421436   0.297269  -1.124167 
      550.0000  -1.424891   0.297873  -1.127018 
      560.0000  -1.427038   0.301974  -1.125063 
      570.0000  -1.413666   0.292511  -1.121154 
      580.0000  -1.426025   0.300076  -1.125949 
      590.0000  -1.418434   0.294983  -1.123451 
      600.0000  -1.422497   0.292531  -1.129966 
      610.0000  -1.419849   0.284136  -1.135713 
      620.0000  -1.429471   0.292552  -1.136918 
      630.0000  -1.427893   0.292692  -1.135200 
      640.0000  -1.421200   0.285035  -1.136165 
      650.0000  -1.426638   0.289796  -1.136843 
      660.0000  -1.421366   0.283287  -1.138079 
      670.0000  -1.439938   0.300992  -1.138946 
      680.0000  -1.425570   0.293951  -1.131619 
      690.0000  -1.430169   0.291989  -1.138180 
      700.0000  -1.433303   0.291894  -1.141409 
      710.0000  -1.435309   0.296558  -1.138751 
      720.0000  -1.426122   0.291040  -1.135081 
      730.0000  -1.425515   0.294526  -1.130988 
      740.0000  -1.424766   0.302864  -1.121902 
      750.0000  -1.425802   0.293904  -1.131898 
      760.0000  -1.424513   0.294168  -1.130346 
      770.0000  -1.429478   0.297113  -1.132366 
      780.0000  -1.416799   0.298844  -1.117955 
      790.0000  -1.418045   0.290527  -1.127519 
      800.0000  -1.423694   0.302715  -1.120980 
      810.0000  -1.424448   0.298528  -1.125920 
      820.0000  -1.420230   0.301840  -1.118390 
      830.0000  -1.418175   0.298507  -1.119667 
      840.0000  -1.417135   0.298549  -1.118587 
      850.0000  -1.422269   0.299407  -1.122862 
      860.0000  -1.415957   0.298310  -1.117646 
      870.0000  -1.409673   0.297979  -1.111694 
      880.0000  -1.412559   0.300559  -1.112000 
      890.0000  -1.413769   0.297924  -1.115845 
      900.0000  -1.412084   0.291017  -1.121068 
      910.0000  -1.412193   0.288365  -1.123828 
      920.0000  -1.435642   0.312458  -1.123184 
      930.0000  -1.421723   0.301695  -1.120028 
      940.0000  -1.407805   0.296389  -1.111416 
      950.0000  -1.407246   0.298306  -1.108940 
      960.0000  -1.416210   0.312249  -1.103960 
      970.0000  -1.410850   0.306086  -1.104764 
      980.0000  -1.403017   0.292025  -1.110992 
      990.0000  -1.413533   0.306429  -1.107104 
     1000.0000  -1.395545   0.292209  -1.103336 
     1010.0000  -1.400165   0.300089  -1.100077 
     1020.0000  -1.409920   0.315709  -1.094211 
     1030.0000  -1.402646   0.301441  -1.101205 
     1040.0000  -1.408204   0.300681  -1.107523 
     1050.0000  -1.408123   0.300351  -1.107772 
     1060.0000  -1.401525   0.297446  -1.104079 
     1070.0000  -1.406665   0.302337  -1.104328 
     1080.0000  -1.397820   0.302558  -1.095262 
     1090.0000  -1.393124   0.300286  -1.092838 
     1100.0000  -1.401048   0.306959  -1.094089 
     1110.0000  -1.403033   0.316494  -1.086539 
     1120.0000  -1.395749   0.307303  -1.088446 
     1130.0000  -1.411742   0.317012  -1.094731 
     1140.0000  -1.403468   0.308676  -1.094792 
     1150.0000  -1.392807   0.296248  -1.096559 
     1160.0000  -1.407258   0.309890  -1.097368 
     1170.0000  -1.390359   0.298413  -1.091946 
     1180.0000  -1.396914   0.304833  -1.092080 
     1190.0000  -1.401961   0.306904  -1.095056 
     1200.0000  -1.409714   0.313883  -1.095831 
     1210.0000  -1.406211   0.311307  -1.094904 
