           0  -0.613646   0.000  0.000  0.000  
        1000  -1.334407   0.074  0.615  0.000  
        2000  -1.353726   0.076  0.618  0.000  
        3000  -1.356659   0.076  0.619  0.000  
        4000  -1.346429   0.077  0.620  0.000  
        5000  -1.361120   0.077  0.621  0.000  
        6000  -1.359270   0.077  0.621  0.000  
        7000  -1.362469   0.077  0.622  0.000  
        8000  -1.367368   0.077  0.622  0.000  
        9000  -1.364326   0.077  0.622  0.000  
       10000  -1.362402   0.077  0.622  0.000  
       11000  -1.365216   0.078  0.623  0.000  
       12000  -1.351800   0.078  0.623  0.000  
       13000  -1.362867   0.078  0.623  0.000  
       14000  -1.373386   0.078  0.623  0.000  
       15000  -1.371111   0.078  0.623  0.000  
       16000  -1.362759   0.078  0.623  0.000  
       17000  -1.371239   0.078  0.623  0.000  
       18000  -1.349033   0.078  0.623  0.000  
       19000  -1.357498   0.078  0.624  0.000  
       20000  -1.357603   0.079  0.624  0.000  
       21000  -1.373039   0.079  0.624  0.000  
       22000  -1.363914   0.079  0.624  0.000  
       23000  -1.354668   0.079  0.624  0.000  
       24000  -1.358929   0.079  0.624  0.000  
       25000  -1.377337   0.079  0.624  0.000  
       26000  -1.372800   0.079  0.624  0.000  
       27000  -1.372127   0.079  0.624  0.000  
       28000  -1.375079   0.079  0.624  0.000  
       29000  -1.361369   0.079  0.624  0.000  
       30000  -1.370617   0.079  0.624  0.000  
       31000  -1.362993   0.079  0.624  0.000  
       32000  -1.367751   0.079  0.624  0.000  
       33000  -1.374079   0.079  0.624  0.000  
       34000  -1.366397   0.079  0.624  0.000  
       35000  -1.366189   0.079  0.624  0.000  
       36000  -1.370127   0.079  0.624  0.000  
       37000  -1.375459   0.079  0.624  0.000  
       38000  -1.365188   0.079  0.624  0.000  
       39000  -1.364748   0.080  0.625  0.000  
       40000  -1.363285   0.080  0.625  0.000  
       41000  -1.364501   0.080  0.625  0.000  
       42000  -1.381378   0.080  0.625  0.000  
       43000  -1.367859   0.080  0.625  0.000  
       44000  -1.374945   0.080  0.625  0.000  
       45000  -1.366977   0.080  0.625  0.000  
       46000  -1.368851   0.080  0.625  0.000  
       47000  -1.354341   0.080  0.625  0.000  
       48000  -1.359993   0.080  0.625  0.000  
       49000  -1.358623   0.080  0.625  0.000  
       50000  -1.356293   0.080  0.625  0.000  
       51000  -1.358632   0.080  0.625  0.000  
       52000  -1.355931   0.080  0.625  0.000  
       53000  -1.359673   0.080  0.625  0.000  
       54000  -1.374830   0.080  0.625  0.000  
       55000  -1.366936   0.080  0.625  0.000  
       56000  -1.346174   0.080  0.625  0.000  
       57000  -1.359879   0.080  0.625  0.000  
       58000  -1.365936   0.081  0.625  0.000  
       59000  -1.357165   0.081  0.625  0.000  
       60000  -1.353650   0.081  0.625  0.000  
       61000  -1.350032   0.081  0.625  0.000  
       62000  -1.344972   0.081  0.626  0.000  
       63000  -1.353860   0.081  0.626  0.000  
       64000  -1.352482   0.081  0.626  0.000  
       65000  -1.359238   0.081  0.626  0.000  
       66000  -1.366929   0.081  0.626  0.000  
       67000  -1.358053   0.081  0.626  0.000  
       68000  -1.369925   0.081  0.626  0.000  
       69000  -1.364605   0.081  0.626  0.000  
       70000  -1.366733   0.081  0.626  0.000  
       71000  -1.371851   0.081  0.626  0.000  
       72000  -1.365924   0.081  0.626  0.000  
       73000  -1.357154   0.081  0.626  0.000  
       74000  -1.371489   0.081  0.626  0.000  
       75000  -1.350184   0.081  0.626  0.000  
       76000  -1.355407   0.081  0.626  0.000  
       77000  -1.367058   0.081  0.626  0.000  
       78000  -1.357140   0.081  0.626  0.000  
       79000  -1.370519   0.081  0.626  0.000  
       80000  -1.359054   0.081  0.626  0.000  
       81000  -1.356673   0.081  0.626  0.000  
       82000  -1.360523   0.081  0.626  0.000  
       83000  -1.379898   0.081  0.626  0.000  
       84000  -1.367434   0.081  0.626  0.000  
       85000  -1.372790   0.081  0.626  0.000  
       86000  -1.357726   0.081  0.626  0.000  
       87000  -1.365385   0.081  0.626  0.000  
       88000  -1.366516   0.081  0.626  0.000  
       89000  -1.362926   0.081  0.626  0.000  
       90000  -1.369864   0.081  0.626  0.000  
       91000  -1.366398   0.081  0.626  0.000  
       92000  -1.373265   0.081  0.626  0.000  
       93000  -1.367740   0.081  0.626  0.000  
       94000  -1.374616   0.081  0.626  0.000  
       95000  -1.367884   0.081  0.626  0.000  
       96000  -1.370271   0.081  0.626  0.000  
       97000  -1.364075   0.081  0.626  0.000  
       98000  -1.359023   0.081  0.626  0.000  
       99000  -1.365387   0.081  0.626  0.000  
      100000  -1.354909   0.081  0.626  0.000  
