           0  -0.600916   0.000  0.000  0.000  
        1000  -1.352747   0.076  0.618  0.000  
        2000  -1.355617   0.077  0.619  0.000  
        3000  -1.343813   0.078  0.620  0.000  
        4000  -1.347838   0.078  0.621  0.000  
        5000  -1.350328   0.078  0.621  0.000  
        6000  -1.369386   0.078  0.622  0.000  
        7000  -1.361182   0.078  0.622  0.000  
        8000  -1.364755   0.078  0.622  0.000  
        9000  -1.361553   0.078  0.622  0.000  
       10000  -1.354562   0.078  0.623  0.000  
       11000  -1.370304   0.079  0.623  0.000  
       12000  -1.350370   0.079  0.623  0.000  
       13000  -1.379243   0.079  0.623  0.000  
       14000  -1.355616   0.079  0.623  0.000  
       15000  -1.368862   0.079  0.623  0.000  
       16000  -1.365910   0.079  0.624  0.000  
       17000  -1.375266   0.079  0.624  0.000  
       18000  -1.372169   0.079  0.624  0.000  
       19000  -1.360789   0.079  0.624  0.000  
       20000  -1.368724   0.079  0.624  0.000  
       21000  -1.364390   0.079  0.624  0.000  
       22000  -1.363400   0.080  0.624  0.000  
       23000  -1.353234   0.080  0.624  0.000  
       24000  -1.369131   0.080  0.625  0.000  
       25000  -1.352003   0.080  0.625  0.000  
       26000  -1.348909   0.080  0.625  0.000  
       27000  -1.364924   0.080  0.625  0.000  
       28000  -1.355794   0.080  0.625  0.000  
       29000  -1.350830   0.080  0.625  0.000  
       30000  -1.361885   0.080  0.625  0.000  
       31000  -1.356395   0.080  0.625  0.000  
       32000  -1.356610   0.080  0.625  0.000  
       33000  -1.366030   0.081  0.625  0.000  
       34000  -1.366870   0.081  0.625  0.000  
       35000  -1.363386   0.081  0.626  0.000  
       36000  -1.366624   0.081  0.626  0.000  
       37000  -1.350654   0.081  0.626  0.000  
       38000  -1.363316   0.081  0.626  0.000  
       39000  -1.360190   0.081  0.626  0.000  
       40000  -1.348642   0.081  0.626  0.000  
       41000  -1.362103   0.081  0.626  0.000  
       42000  -1.361352   0.081  0.626  0.000  
       43000  -1.365725   0.081  0.626  0.000  
       44000  -1.355481   0.081  0.626  0.000  
       45000  -1.349147   0.082  0.626  0.000  
       46000  -1.345729   0.082  0.626  0.000  
       47000  -1.345230   0.082  0.626  0.000  
       48000  -1.357276   0.082  0.626  0.000  
       49000  -1.356013   0.082  0.627  0.000  
       50000  -1.357019   0.082  0.627  0.000  
       51000  -1.371684   0.082  0.627  0.000  
       52000  -1.355164   0.082  0.627  0.000  
       53000  -1.352659   0.082  0.627  0.000  
       54000  -1.364854   0.082  0.627  0.000  
       55000  -1.361836   0.082  0.627  0.000  
       56000  -1.362854   0.082  0.627  0.000  
       57000  -1.361249   0.082  0.627  0.000  
       58000  -1.351728   0.082  0.627  0.000  
       59000  -1.354347   0.082  0.627  0.000  
       60000  -1.355190   0.082  0.627  0.000  
       61000  -1.370546   0.082  0.627  0.000  
       62000  -1.353378   0.082  0.627  0.000  
       63000  -1.350067   0.083  0.627  0.000  
       64000  -1.368065   0.083  0.627  0.000  
       65000  -1.352296   0.083  0.627  0.000  
       66000  -1.371497   0.083  0.627  0.000  
       67000  -1.372018   0.083  0.627  0.000  
       68000  -1.347182   0.083  0.627  0.000  
       69000  -1.351597   0.083  0.627  0.000  
       70000  -1.362090   0.083  0.627  0.000  
       71000  -1.358568   0.083  0.627  0.000  
       72000  -1.364060   0.083  0.627  0.000  
       73000  -1.362884   0.083  0.627  0.000  
       74000  -1.359091   0.083  0.627  0.000  
       75000  -1.362166   0.083  0.627  0.000  
       76000  -1.359033   0.083  0.627  0.000  
       77000  -1.364934   0.083  0.627  0.000  
       78000  -1.367197   0.083  0.627  0.000  
       79000  -1.363740   0.083  0.627  0.000  
       80000  -1.352148   0.083  0.627  0.000  
       81000  -1.336876   0.083  0.627  0.000  
       82000  -1.349093   0.083  0.627  0.000  
       83000  -1.339975   0.083  0.627  0.000  
       84000  -1.341680   0.083  0.627  0.000  
       85000  -1.365424   0.083  0.627  0.000  
       86000  -1.359172   0.083  0.627  0.000  
       87000  -1.363543   0.083  0.627  0.000  
       88000  -1.357210   0.083  0.627  0.000  
       89000  -1.350182   0.083  0.627  0.000  
       90000  -1.361402   0.083  0.627  0.000  
       91000  -1.352770   0.083  0.627  0.000  
       92000  -1.357543   0.083  0.627  0.000  
       93000  -1.359041   0.083  0.628  0.000  
       94000  -1.348597   0.083  0.628  0.000  
       95000  -1.361760   0.083  0.628  0.000  
       96000  -1.366109   0.083  0.628  0.000  
       97000  -1.364756   0.083  0.628  0.000  
       98000  -1.347730   0.083  0.628  0.000  
       99000  -1.361470   0.083  0.628  0.000  
      100000  -1.370681   0.083  0.628  0.000  
