           0  -0.674293   0.000  0.000  0.000  
        1000  -1.327489   0.079  0.623  0.000  
        2000  -1.336331   0.079  0.624  0.000  
        3000  -1.343551   0.079  0.624  0.000  
        4000  -1.342036   0.079  0.624  0.000  
        5000  -1.351851   0.080  0.624  0.000  
        6000  -1.342879   0.080  0.624  0.000  
        7000  -1.346091   0.080  0.625  0.000  
        8000  -1.362292   0.080  0.625  0.000  
        9000  -1.336178   0.080  0.625  0.000  
       10000  -1.345737   0.081  0.626  0.000  
       11000  -1.341855   0.081  0.626  0.000  
       12000  -1.353483   0.081  0.626  0.000  
       13000  -1.356723   0.081  0.626  0.000  
       14000  -1.335826   0.081  0.626  0.000  
       15000  -1.352709   0.081  0.626  0.000  
       16000  -1.347469   0.081  0.626  0.000  
       17000  -1.348374   0.081  0.626  0.000  
       18000  -1.345663   0.081  0.626  0.000  
       19000  -1.347595   0.081  0.626  0.000  
       20000  -1.347463   0.081  0.626  0.000  
       21000  -1.341812   0.081  0.627  0.000  
       22000  -1.357473   0.081  0.627  0.000  
       23000  -1.353216   0.081  0.627  0.000  
       24000  -1.365927   0.081  0.627  0.000  
       25000  -1.362612   0.081  0.627  0.000  
       26000  -1.348673   0.081  0.627  0.000  
       27000  -1.363454   0.081  0.627  0.000  
       28000  -1.355214   0.081  0.627  0.000  
       29000  -1.356551   0.081  0.627  0.000  
       30000  -1.354258   0.081  0.627  0.000  
       31000  -1.354592   0.081  0.627  0.000  
       32000  -1.354110   0.081  0.627  0.000  
       33000  -1.354968   0.081  0.627  0.000  
       34000  -1.359679   0.081  0.627  0.000  
       35000  -1.364085   0.081  0.627  0.000  
       36000  -1.363791   0.081  0.627  0.000  
       37000  -1.366960   0.081  0.627  0.000  
       38000  -1.361143   0.081  0.627  0.000  
       39000  -1.360743   0.081  0.627  0.000  
       40000  -1.348271   0.081  0.627  0.000  
       41000  -1.356141   0.081  0.627  0.000  
       42000  -1.365348   0.081  0.627  0.000  
       43000  -1.361372   0.081  0.627  0.000  
       44000  -1.365580   0.081  0.627  0.000  
       45000  -1.365090   0.081  0.627  0.000  
       46000  -1.344472   0.081  0.627  0.000  
       47000  -1.359960   0.081  0.627  0.000  
       48000  -1.352061   0.081  0.627  0.000  
       49000  -1.362506   0.081  0.627  0.000  
       50000  -1.355861   0.081  0.627  0.000  
       51000  -1.360849   0.081  0.627  0.000  
       52000  -1.364773   0.081  0.627  0.000  
       53000  -1.353251   0.081  0.627  0.000  
       54000  -1.353725   0.081  0.627  0.000  
       55000  -1.352715   0.081  0.627  0.000  
       56000  -1.366600   0.081  0.627  0.000  
       57000  -1.361962   0.081  0.627  0.000  
       58000  -1.366206   0.081  0.627  0.000  
       59000  -1.369358   0.081  0.627  0.000  
       60000  -1.358399   0.081  0.627  0.000  
       61000  -1.349597   0.081  0.627  0.000  
       62000  -1.356533   0.081  0.627  0.000  
       63000  -1.361806   0.081  0.627  0.000  
       64000  -1.355219   0.081  0.627  0.000  
       65000  -1.350940   0.081  0.628  0.000  
       66000  -1.353173   0.081  0.628  0.000  
       67000  -1.365676   0.082  0.628  0.000  
       68000  -1.370286   0.082  0.628  0.000  
       69000  -1.367531   0.082  0.628  0.000  
       70000  -1.363705   0.082  0.628  0.000  
       71000  -1.363958   0.082  0.628  0.000  
       72000  -1.354788   0.082  0.628  0.000  
       73000  -1.358634   0.082  0.628  0.000  
       74000  -1.353604   0.082  0.628  0.000  
       75000  -1.362360   0.082  0.628  0.000  
       76000  -1.350950   0.082  0.628  0.000  
       77000  -1.366561   0.082  0.628  0.000  
       78000  -1.345961   0.082  0.628  0.000  
       79000  -1.359826   0.082  0.628  0.000  
       80000  -1.345239   0.082  0.628  0.000  
       81000  -1.359822   0.082  0.628  0.000  
       82000  -1.381502   0.082  0.628  0.000  
       83000  -1.355486   0.082  0.628  0.000  
       84000  -1.382515   0.082  0.628  0.000  
       85000  -1.369337   0.082  0.628  0.000  
       86000  -1.371058   0.082  0.628  0.000  
       87000  -1.362639   0.082  0.628  0.000  
       88000  -1.358661   0.082  0.628  0.000  
       89000  -1.358557   0.082  0.628  0.000  
       90000  -1.359940   0.082  0.628  0.000  
       91000  -1.365741   0.082  0.628  0.000  
       92000  -1.372690   0.082  0.628  0.000  
       93000  -1.349204   0.082  0.628  0.000  
       94000  -1.353373   0.082  0.628  0.000  
       95000  -1.357218   0.082  0.628  0.000  
       96000  -1.361375   0.082  0.628  0.000  
       97000  -1.356310   0.082  0.628  0.000  
       98000  -1.362694   0.082  0.628  0.000  
       99000  -1.370488   0.082  0.628  0.000  
      100000  -1.357529   0.082  0.628  0.000  
